,Field Name,Description,FHIR Resource,Coverage / Claim Type,fhirPath,example,notes,sourceView,sourceColumn,bfdDerived,sources,referenceTable,cclfMapping,ccwMapping,profiles
69,Claim Type Code,A code identifying the source and type of claim submitted through the Medicare or Medicaid program. For example: 60 = Medicare National Claims History (NCH) inpatient claim. 8900 = Medicaid fee for service dental. Reference table: CLM_TYPE_CD,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.type.coding.where(system = 'https://bluebutton.cms.gov/fhir/CodeSystem/CLM-TYPE-CD').code,1,,V2_MDCR_CLM,CLM_TYPE_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-TYPE-CD,['CCLF7.CLM_TYPE_CD'],,"['Basis', 'Regular', 'CMS']"
70,Claim Stream,This field can be used to determine which CMS claim stream the claim was processed under.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.type.coding.where(system = 'https://bluebutton.cms.gov/fhir/CodeSystem/EOB-TYPE').code,PDE,,,,True,['DDPS'],,,,"['Basis', 'Regular', 'CMS']"
71,Beneficiary Source Key - On Claim,Beneficiary Source Key - On Claim,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.patient.reference.substring(8),123456789,,,,,['DDPS'],,,,"['Basis', 'Regular', 'CMS']"
72,Claim From Date,A date identifying the first day services are provided to a beneficiary.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.billablePeriod.start,2024-01-15,,V2_MDCR_CLM,CLM_FROM_DT,,['DDPS'],,,,"['Basis', 'Regular', 'CMS']"
73,Claim Thru Date,"A date identifying the last day services are provided to a beneficiary. Note: For drug claims, this date is when the prescription was filled.",ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.billablePeriod.end,2024-01-15,,V2_MDCR_CLM,CLM_THRU_DT,,['DDPS'],,,,"['Basis', 'Regular', 'CMS']"
74,Claim Effective Date,A date corresponding to the National Claim History (NCH) weekly processing date and used in final action processing to identify a version of a claim. It will always be a Friday date.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.created,2024-01-15,,V2_MDCR_CLM,CLM_EFCTV_DT,,['DDPS'],,['CCLF7.CLM_EFCTV_DT'],,"['Basis', 'Regular', 'CMS']"
75,Claim Source ID,An identifier indicating where the source of the claim data in the Integrated Data Repository (IDR) originated from. Valid values: 20000 = National Claims History (NCH). 21000 = Fiscal Intermediary Shared System (FISS). 22000 = Multi-Carrier System (MCS). 23000 = Viable Information Processing Systems (VIPS) Medicare System (VMS). 24000 = Encounter Data Processing System (EDPS). 25000 = Encounter Medicaid Duals 837 claims and Duals Medicaid Drug Claims (DMDC). N/A = Medicaid,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.meta.source,DDPS,,V2_MDCR_CLM,CLM_SRC_ID,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-SRC-ID,,,"['Basis', 'Regular', 'CMS']"
76,Service Provider Generic ID Number,A number used to identify a service provider.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.contained.where(id = %context.provider.reference.substring(1)).identifier.where(system='http://bluebutton.cms.gov/fhir/identifiers/GenericIdNum').value,1942945159,,V2_MDCR_CLM,CLM_SRVC_PRVDR_GNRC_ID_NUM,,['DDPS'],,['CCLF7.CLM_SRVC_PRVDR_GNRC_ID_NUM'],['SRVC_PRVDR_ID'],"['Basis', 'Regular', 'CMS']"
77,Service Provider NPI Number,A number identifying the National Provider Identifier (NPI) of a service provider as sourced from the NPI crosswalk reference information provided by the National Plan and Provider Enumeration System (NPPES).,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.contained.where(id = %root.provider.reference.substring(1)).identifier.where(system='http://hl7.org/fhir/sid/us-npi').value,,"CCLF7.CLM_SRVC_PRVDR_GNRC_ID_NUM can provide NCPDP numbers in .008% of instances (among other rare ID types). These are surfaced as generic ID numbers, and may require a different FHIRPath expression (using system = ""http://bluebutton.cms.gov/fhir/identifiers/GenericIdNum"").",V2_MDCR_CLM,PRVDR_SRVC_PRVDR_NPI_NUM,,['DDPS'],,,['SRVC_PRVDR_ID'],"['Basis', 'Regular', 'CMS']"
78,Provider Service Identifier Qualifier Code,A code indicating the type of number used to identify a service provider on a claim. For example: 01 = NPI. 07 = NCPDP number. 08 = State license number. Reference table: CLM_PRVDR_ID_QLFYR_CD,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.contained.where(id = %context.provider.reference.substring(1)).identifier.type.where(system='http://bluebutton.cms.gov/fhir/CodeSystem/PRVDR-ID-QLFYR-CD').code,,,V2_MDCR_CLM,PRVDR_SRVC_ID_QLFYR_CD,,['DDPS'],,['CCLF7.PRVDR_SRVC_ID_QLFYR_CD'],,"['Basis', 'Regular', 'CMS']"
79,Provider Prescribing Identifier Qualifier Code,A code indicating the type of number used to identify a prescribing provider on a claim. For example: 01 = NPI. 07 = NCPDP number. 08 = State license number. Reference table: CLM_PRVDR_ID_QLFYR_CD,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.careTeam.where(role.coding.where(code = 'prescribing').exists()).provider.identifier.type.coding.where(system='http://bluebutton.cms.gov/fhir/CodeSystem/PRVDR-ID-QLFYR-CD').code,01,,V2_MDCR_CLM,PRVDR_PRSBNG_ID_QLFYR_CD,,['DDPS'],,['CCLF7.PRVDR_PRSBNG_ID_QLFYR_CD'],,"['Basis', 'Regular', 'CMS']"
80,Prescribing Provider Generic ID Number,A number identifying a generic identifier of a prescribing provider submitted on a drug claim.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.careTeam.where(role.coding.where(code='prescribing').exists()).provider.identifier.where(system='http://bluebutton.cms.gov/fhir/identifiers/GenericIdNum').value,,,V2_MDCR_CLM,CLM_PRSBNG_PRVDR_GNRC_ID_NUM,,['DDPS'],,['CCLF7.CLM_PRSBNG_PRVDR_GNRC_ID_NUM'],['PRSCRBR_ID'],"['Basis', 'Regular', 'CMS']"
81,Prescribing Provider NPI Number,A number identifying the National Provider Identifier (NPI) of a prescribing provider as sourced from the NPI crosswalk reference information provided by the National Plan and Provider Enumeration System (NPPES).,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.careTeam.where(role.coding.where(code='prescribing').exists()).provider.identifier.where(system='http://hl7.org/fhir/sid/us-npi').value,1942945159,"Not all will populate an NPI. Some will be other types, see CLM_PRSBNG_PRVDR_GNRC_ID_NUM.",V2_MDCR_CLM,PRVDR_PRSCRBNG_PRVDR_NPI_NUM,,['DDPS'],,,['PRSCRBR_ID'],"['Basis', 'Regular', 'CMS']"
82,Prescribing Provider Last Name,Last name of the prescribing provider,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.careTeam.where(role.coding.where(code='prescribing').exists()).provider.display,"Stark, Tony",,V2_MDCR_PRVDR_HSTRY,PRVDR_LAST_NAME,,['DDPS'],,,,"['Basis', 'Regular', 'CMS']"
83,Payment Date,A date indicating when a claim was paid.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.payment.date,2024-01-20,,V2_MDCR_CLM,CLM_PD_DT,,['DDPS'],,,['PD_DT'],"['Basis', 'Regular', 'CMS']"
84,Claim Process Date,"Date a claim or prescription drug event was processed by a CMS front end system, such as the DDPS operational data store.",ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_CMS_PROC_DT').exists()).timing,2024-01-18,,V2_MDCR_CLM_DT_SGNTR,CLM_CMS_PROC_DT,,['DDPS'],,,,['CMS']
85,Claim Submission Format Code,A code identifying the format of the claim as submitted.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_SBMT_FRMT_CD').exists()).code.coding.code,X,,V2_MDCR_CLM,CLM_SBMT_FRMT_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-SBMT-FRMT-CD,,['NSTD_FRMT_CD'],"['Regular', 'CMS']"
86,Beneficiary Payment Amount,An amount paid by a beneficiary for services rendered on a claim.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.total.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication' and code='paidbypatient').exists() and category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_BENE_PMT_AMT').exists()).amount.value,100,,V2_MDCR_CLM,CLM_BENE_PMT_AMT,,['DDPS'],,['CCLF7.CLM_LINE_BENE_PMT_AMT'],['PTNT_PAY_AMT'],"['Regular', 'CMS']"
87,Other Third Party Paid Amount,An amount identifying how much was paid by a third party payer.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.total.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_OTHR_TP_PD_AMT').exists()).amount.value,100,,V2_MDCR_CLM,CLM_OTHR_TP_PD_AMT,,['DDPS'],,,,"['Regular', 'CMS']"
88,Submitter Contract Number,The contract number of the plan that submitted the claim.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_SBMTR_CNTRCT_NUM').exists()).value,H1234,,V2_MDCR_CLM,CLM_SBMTR_CNTRCT_NUM,,['DDPS'],,,['PLAN_CNTRCT_REC_ID'],"['Basis', 'Regular', 'CMS']"
89,Submitter PBP Number,The Plan Benefit Package (PBP) number of the plan that submitted the claim.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_SBMTR_CNTRCT_PBP_NUM').exists()).value,001,,V2_MDCR_CLM,CLM_SBMTR_CNTRCT_PBP_NUM,,['DDPS'],,,['PLAN_PBP_REC_NUM'],"['Basis', 'Regular', 'CMS']"
90,Contract PBP Name,This field contains the name of the plan benefit package (PBP) for the beneficiary's Part D plan of record for the year.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.contained.where(id='insurer-org').name,Super Saver Medicare Rx Saver Plus (PDP),,V2_MDCR_CNTRCT_PBP_NUM,CNTRCT_PBP_NAME,,['DDPS'],,,,"['Basis', 'Regular', 'CMS']"
91,Line Item Sequence Number,A number identifying the position of the service or item on the claim. This is a component of the 5-part key used for joining claims.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.sequence,1,,V2_MDCR_CLM_LINE,CLM_LINE_NUM,,['DDPS'],,,,"['Basis', 'Regular', 'CMS']"
92,Line Item From Date,A date indicating the first day of service for a line item.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.serviced,2024-01-15,,V2_MDCR_CLM_LINE,CLM_LINE_FROM_DT,,['DDPS'],,['CCLF7.CLM_LINE_FROM_DT'],['SRVC_DT'],"['Basis', 'Regular', 'CMS']"
93,National Drug Code,The National Drug Code that identifies specific drugs.,ExplanationOfBenefit,['Pharmacy'],(ExplanationOfBenefit.item.productOrService.coding|ExplanationOfBenefit.item.detail.productOrService.coding).where(system = 'http://hl7.org/fhir/sid/ndc').code,00071015523,"For deleted PDE claims, this will have a data absent reason.",V2_MDCR_CLM_LINE,CLM_LINE_NDC_CD,,['DDPS'],,['CCLF7.CLM_LINE_NDC_CD'],['PROD_SRVC_ID'],"['Basis', 'Regular', 'CMS']"
94,Line Item NDC Quantity,The quantity of an NDC applicable to institutional claims.,ExplanationOfBenefit,['Pharmacy'],(ExplanationOfBenefit.item.quantity|ExplanationOfBenefit.item.detail.quantity).value,60,,V2_MDCR_CLM_LINE,CLM_LINE_NDC_QTY,,['DDPS'],,['CCLF7.CLM_LINE_SRVC_UNIT_QTY'],['QTY_DSPNSD_NUM'],"['Basis', 'Regular', 'CMS']"
95,Line Item NDC Quantity Qualifier Code,"Qualifies the type of quantity applicable to an NDC present on all institutional claim types (inpatient/SNF, outpatient, home health, and hospice).",ExplanationOfBenefit,['Pharmacy'],(ExplanationOfBenefit.item.quantity|ExplanationOfBenefit.item.detail.quantity).unit,UN,,V2_MDCR_CLM_LINE,CLM_LINE_NDC_QTY_QLFYR_CD,,['DDPS'],,,,"['Basis', 'Regular', 'CMS']"
96,Claim Line Covered Paid Amount,An amount identifying the Medicare payment for a line item service.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='http://terminology.hl7.org/CodeSystem/adjudication' and code='benefit').exists()).amount.value,45.5,,V2_MDCR_CLM_LINE,CLM_LINE_CVRD_PD_AMT,,['DDPS'],,,['CVRD_D_PLAN_PD_AMT'],"['Regular', 'CMS']"
97,Gross Drug Cost Above Out Of Pocket Threshold,The gross drug cost amount that was covered by Part D's catastrophic coverage.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.adjudication.where(category.coding.system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and category.coding.code='CLM_LINE_GRS_ABOVE_THRSHLD_AMT').amount.value,25,,V2_MDCR_CLM_LINE_RX,CLM_LINE_GRS_ABOVE_THRSHLD_AMT,,['DDPS'],,,['GDC_ABV_OOPT_AMT'],['CMS']
98,Gross Drug Cost Below Out Of Pocket Threshold,The gross drug cost amount that was not covered by Part D's catastrophic coverage.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.adjudication.where(category.coding.system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and category.coding.code='CLM_LINE_GRS_BLW_THRSHLD_AMT').amount.value,75,,V2_MDCR_CLM_LINE_RX,CLM_LINE_GRS_BLW_THRSHLD_AMT,,['DDPS'],,,['GDC_BLW_OOPT_AMT'],['CMS']
99,Low Income Cost Sharing Subsidy Amount,The Low Income Cost Sharing Subsidy amount for the line item.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.adjudication.where(category.coding.system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and category.coding.code='CLM_LINE_LIS_AMT').amount.value,10,,V2_MDCR_CLM_LINE_RX,CLM_LINE_LIS_AMT,,['DDPS'],,,['LICS_AMT'],['CMS']
100,Patient Liability Reduction Other Paid Amount,The Patient Liability Reduction Other paid amount for the line item.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.adjudication.where(category.coding.system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and category.coding.code='CLM_LINE_PLRO_AMT').amount.value,1,,V2_MDCR_CLM_LINE_RX,CLM_LINE_PLRO_AMT,,['DDPS'],,,['PLRO_AMT'],['CMS']
101,Claim Line Reported Gap Discount Amount,The reported amount that the sponsor advanced at point-of-sale for the gap discount for applicable drugs.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.adjudication.where(category.coding.system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and category.coding.code='CLM_LINE_RPTD_GAP_DSCNT_AMT').amount.value,10,,V2_MDCR_CLM_LINE_RX,CLM_LINE_RPTD_GAP_DSCNT_AMT,,['DDPS'],,,['RPTD_GAP_DSCNT_NUM'],['CMS']
102,Total drug cost (Part D),"This variable is the total cost of the prescription drug event and is taken directly from the original PDE. It is the sum of the following components: the ingredient cost (INGRDNT_CST_PD_AMT), the dispensing fee (DSPNSNG_FEE_PD_AMT), the sales tax, if any (TOT_AMT_ATTR_SLS_TAX_AMT), and the vaccine administration fee, if any (VCCN_ADMIN_FEE_AMT, included starting in 2010).",ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='TOT_RX_CST_AMT')).amount.value,45.5,"Derived using the sum of CLM_LINE_INGRDNT_CST_AMT, CLM_LINE_SRVC_CST_AMT, CLM_LINE_SLS_TAX_AMT, and CLM_LINE_VCCN_ADMIN_FEE_AMT. TOT_RX_CST_AMT is also set on the EOB's total with fhirPath ExplanationOfBenefit.total.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication' and code='submitted').exists() and category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='TOT_RX_CST_AMT').exists()).amount.value",,,True,['DDPS'],,,['TOT_RX_CST_AMT'],"['Regular', 'CMS']"
103,Pricing Exception Code,The pricing exception code indicating network status.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudicationDiscriminator' and code='benefitpaymentstatus').exists()).reason.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBPayerAdjudicationStatus').code,outofnetwork,,V2_MDCR_CLM_LINE_RX,CLM_PRCNG_EXCPTN_CD,,['DDPS'],,,['PRCNG_EXCPTN_CD'],"['Basis', 'Regular', 'CMS']"
104,Authorized Fill Number,The number of refills authorized for the prescription.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='refillsauthorized').valueQuantity.value,0,,V2_MDCR_CLM_LINE_RX,CLM_LINE_AUTHRZD_FILL_NUM,,['DDPS'],,,['FILL_NUM'],"['Basis', 'Regular', 'CMS']"
105,Pharmacy Service Type Code,Code indicating the type of pharmacy service.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information' and code='CLM_PHRMCY_SRVC_TYPE_CD').exists()).code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PHRMCY-SRVC-TYPE-CD').code,01,,V2_MDCR_CLM_LINE_RX,CLM_PHRMCY_SRVC_TYPE_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PHRMCY-SRVC-TYPE-CD,['CCLF7.CLM_PHRMCY_SRVC_TYPE_CD'],['PHRMCY_SRVC_TYPE_CD'],['CMS']
106,RX Origin Code,Code indicating the origin of the prescription.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and code='rxorigincode').exists()).code.coding.where(system='http://terminology.hl7.org/CodeSystem/NCPDPPrescriptionOriginCode').code,3,,V2_MDCR_CLM_LINE_RX,CLM_LINE_RX_ORGN_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-LINE-RX-ORGN-CD,,['RX_ORGN_CD'],"['Basis', 'Regular', 'CMS']"
107,Brand/Generic Code,Code indicating if a drug is brand or generic.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and code='brandgenericindicator').exists()).code.coding.where(system='http://terminology.hl7.org/CodeSystem/NCPDPBrandGenericIndicator').code,G,,V2_MDCR_CLM_LINE_RX,CLM_BRND_GNRC_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BRND-GNRC-CD,,['BRND_GNRC_CD'],"['Basis', 'Regular', 'CMS']"
108,Patient Residence Code,Code indicating the patient's residence at the time of service.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PTNT-RSDNC-CD').code,01,,V2_MDCR_CLM_LINE_RX,CLM_PTNT_RSDNC_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PTNT-RSDNC-CD,,['PTNT_RSDNC_CD'],['CMS']
109,LTC Dispensing Method Code,Long Term Care (LTC) dispensing method code.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-LTC-DSPNSNG-MTHD-CD').code,05,,V2_MDCR_CLM_LINE_RX,CLM_LTC_DSPNSNG_MTHD_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-LTC-DSPNSNG-MTHD-CD,,['SUBMSN_CLR_CD'],['CMS']
110,Compound Code,Code indicating if a drug is a compound.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and code='compoundcode').exists()).code.coding.where(system='http://terminology.hl7.org/CodeSystem/NCPDPCompoundCode').code,0,,V2_MDCR_CLM_LINE_RX,CLM_CMPND_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-CMPND-CD,,['CMPND_CD'],"['Basis', 'Regular', 'CMS']"
111,Days Supply Quantity,The number of days supply for the prescription.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and code='dayssupply').exists()).valueQuantity.value,30,,V2_MDCR_CLM_LINE_RX,CLM_LINE_DAYS_SUPLY_QTY,,['DDPS'],,['CCLF7.CLM_LINE_DAYS_SUPLY_QTY'],['DAYS_SUPLY_NUM'],"['Basis', 'Regular', 'CMS']"
112,RX Fill Number,The fill number for the prescription.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and code='refillnum').exists()).valueQuantity.value,1,,V2_MDCR_CLM_LINE_RX,CLM_LINE_RX_FILL_NUM,,['DDPS'],,['CCLF7.CLM_LINE_RX_FILL_NUM'],['FILL_NUM'],"['Basis', 'Regular', 'CMS']"
113,DAW Product Selection Code,Dispense As Written (DAW) / Product Selection Code.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.code.coding.where(system='http://terminology.hl7.org/CodeSystem/NCPDPDispensedAsWrittenOrProductSelectionCode').code,0,,V2_MDCR_CLM_LINE_RX,CLM_DAW_PROD_SLCTN_CD,,['DDPS'],,['CCLF7.CLM_DAW_PROD_SLCTN_CD'],['DAW_PROD_SLCTN_CD'],"['Basis', 'Regular', 'CMS']"
114,Drug Coverage Status Code,Code indicating the drug coverage status.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-DRUG-CVRG-STUS-CD').code,C,,V2_MDCR_CLM_LINE_RX,CLM_DRUG_CVRG_STUS_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-DRUG-CVRG-STUS-CD,,['DRUG_CVRG_STUS_CD'],['CMS']
115,Catastrophic Coverage Indicator Code,Code indicating if the claim is catastrophic coverage.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-CTSTRPHC-CVRG-IND-CD').code,C,,V2_MDCR_CLM_LINE_RX,CLM_CTSTRPHC_CVRG_IND_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-CTSTRPHC-CVRG-IND-CD,,['CTSTRPHC_CVRG_CD'],['CMS']
