,Field Name,Description,FHIR Resource,Coverage / Claim Type,fhirPath,example,notes,sourceView,sourceColumn,bfdDerived,sources,referenceTable,cclfMapping,ccwMapping,profiles
177,Deductible Amount,"THE AMOUNT OF THE DEDUCTIBLE THE BENEFICIARY PAID FOR INPATIENT SERVICES, AS ORIGINALLY SUBMITTED ON THE INSTITUTIONAL CLAIM.[NCH]     NCH DERIVATION :      DERIVED FROM:      CLM_VAL_CD      CLM_VAL_AMT    DERIVATION RULE:  BASED ON THE PRESENCE OF VALUE CODE EQUAL TO A1, B1, OR C1 MOVE THE CORRESPONDING VALUE AMOUNT TO THE NCH_BENE_IP_DDCTBL_AMT. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_BENE_DDCTBL_AMT').exists()).amount.value,19.11,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_BENE_DDCTBL_AMT,,['NCH'],,['CCLFA.CLM_MDCR_IP_BENE_DDCTBL_AMT'],['NCH_BENE_IP_DDCTBL_AMT'],['CMS']
178,Part A/B Coinsurance Liability Amount,AN AMOUNT IDENTIFYING THE PORTION APPLIED TOWARD THE COINSURANCE A BENEFICIARY IS RESPONSIBLE FOR.,ExplanationOfBenefit,"['Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.total.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication' and code='coinsurance').exists() and category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_COINSRNC_AMT').exists()).amount.value,9.82,,V2_MDCR_CLM,CLM_MDCR_COINSRNC_AMT,,"['FISS', 'NCH', 'VMS']",,['CCLFA.CLM_MDCR_COINSRNC_AMT'],"['NCH_BENE_PTA_COINSRNC_LBLTY_AM', 'NCH_BENE_PTB_COINSRNC_AMT']","['Regular', 'CMS']"
179,Other Physician NPI,A NUMBER IDENTIFYING THE NATIONAL PROVIDER IDENTIFIER (NPI) OF AN OTHER PROVIDER AS SOURCED FROM THE NPI CROSSWALK REFERENCE INFORMATION PROVIDED BY THE NATIONAL PLAN AND PROVIDER ENUMERATION SYSTEM (NPPES).,ExplanationOfBenefit,"['Carrier', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.careTeam.where(role.coding.where(code = 'otheroperating').exists()).provider.identifier.value or ExplanationOfBenefit.careTeam.where(role.coding.where(code = 'supervisor').exists()).provider.identifier.value,,"This element traditionally refers to institutional claims. However, processing professional claims also populate the ""supervisor"" value for professional claims with a supervision relationship (eg MD supervising NP).",V2_MDCR_CLM,PRVDR_OTHR_PRVDR_NPI_NUM,,"['FISS', 'MCS', 'NCH']",,"['CCLF1.OTHR_PRVDR_NPI_NUM', 'CCLF1.CLM_OTHR_PRVDR_NPI_NUM']",['OT_PHYSN_NPI'],"['Basis', 'Regular', 'CMS']"
180,DRG Outlier Approved Payment Amount,"ON AN INSTITUTIONAL CLAIM, THE ADDITIONAL PAYMENT AMOUNT APPROVED BY THE PEER REVIEW ORGANIZATION DUE TO AN OUTLIER SITUATION FOR A BENEFICIARYS STAY UNDER THE PROSPECTIVE PAYMENT SYSTEM, WHICH HAS BEEN CLASSIFIED INTO A SPECIFIC DIAGNOSIS RELATED GROUP. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_INSTNL_DRG_OUTLIER_AMT').exists()).amount.value,15.89,,V2_MDCR_CLM_INSTNL,CLM_INSTNL_DRG_OUTLIER_AMT,,"['FISS', 'NCH']",,,['NCH_DRG_OUTLIER_APRVD_PMT_AMT'],['CMS']
181,Provider Number (OSCAR/CCN),A NUMBER ASSIGNED TO A BILLING PROVIDER BY THE CENTERS FOR MEDICARE AND MEDICAID SERVICES (CMS) VERIFYING THAT THE PROVIDER IS MEDICARE CERTIFIED AND FOR WHAT TYPES OF SERVICES .    NOTE: THE OSCAR WAS RENAMED TO CMS CERTIFICATION NUMBER (CCN) IN 2007 BY CMS.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.contained.where(id = %root.provider.reference.substring(1)).identifier.where(system='http://terminology.hl7.org/NamingSystem/CCN').value,,"This will sometimes be populated on Practitioners, even though individuals cannot be assigned an OSCAR number.",V2_MDCR_CLM,CLM_BLG_PRVDR_OSCAR_NUM,,"['FISS', 'NCH']",,"['CCLF1.PRVDR_OSCAR_NUM', 'CCLF1.CLM_BLG_PRVDR_OSCAR_NUM', 'CCLF2.PRVDR_OSCAR_NUM', 'CCLF2.CLM_FAC_PRVDR_OSCAR_NUM', 'CCLF3.PRVDR_OSCAR_NUM', 'CCLF3.CLM_BLG_PRVDR_OSCAR_NUM', 'CCLF4.PRVDR_OSCAR_NUM', 'CCLF4.CLM_BLG_PRVDR_OSCAR_NUM']",['PRVDR_NUM'],"['Basis', 'Regular', 'CMS']"
182,Outpatient Beneficiary Payment Amount,"EFFECTIVE WITH NCH VERSION H, THE AMOUNT PAID, FROM THE MEDICARE TRUST FUND, TO THE BENEFICIARY FOR THE SERVICES REPORTED ON THE OUTPATIENT CLAIM.  NOTE:  BEGINNING WITH NCH WEEKLY PROCESS DATE 10/3/97 THIS FIELD WAS POPULATED WITH DATA. CLAIMS PROCESSED PRIOR TO 10/3/97 WILL CONTAIN ZEROES IN THIS FIELD. [NCH]",ExplanationOfBenefit,['Outpatient'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_BENE_PD_AMT').exists()).amount.value,,The processing-equivalent field is CLM_BENE_PD_AMT for institutional claims.,V2_MDCR_CLM_INSTNL,CLM_MDCR_INSTNL_BENE_PD_AMT,,['NCH'],,,['CLM_OP_BENE_PMT_AMT'],"['Regular', 'CMS']"
183,Provider Payment Amount,AN AMOUNT IDENTIFYING THE TOTAL PAYMENT MADE TO A PROVIDER/SUPPLIER FOR SERVICES RENDERED ON AN INDIVIDUAL CLAIM.,ExplanationOfBenefit,"['Carrier', 'DME', 'Outpatient']",ExplanationOfBenefit.total.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication' and code='paidtoprovider').exists() and category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_PRVDR_PMT_AMT').exists()).amount.value,11.11,,V2_MDCR_CLM,CLM_PRVDR_PMT_AMT,,"['FISS', 'MCS', 'NCH', 'VMS']",,,"['CLM_OP_PRVDR_PMT_AMT', 'NCH_CLM_PRVDR_PMT_AMT']","['Regular', 'CMS']"
184,Revenue Center Discount Indicator Code,"EFFECTIVE WITH NCH VERSION I, THIS CODE REPRESENTS A FACTOR THAT SPECIFIES THE AMOUNT OF ANY APC DISCOUNT.  THE DISCOUNTING FACTOR IS APPLIED TO A LINE ITEM WITH A SERVICE INDICATOR (PART OF THE REV_CNTR_PMT_MTHD_IND_CD) OF T.  THE FLAG IS APPLICABLE WHEN MORE THAN ONE SIGNIFICANT PROCEDURE IS PERFORMED. **IF THERE IS NO DISCOUNTING THE FACTOR WILL BE 1.0.** [NCH]  NOTE1:  THIS FIELD IS POPULATED FOR THOSE CLAIMS THAT ARE REQUIRED TO PROCESS THROUGH OUTPATIENT PPS PRICER.  THE TYPE OF BILLS (TOB) REQUIRED TO PROCESS THROUGH ARE: 12X, 13X, 14X (EXCEPT MARYLAND PROVIDERS, INDIAN HEALTH PROVIDERS, HOSPITALS LOCATED IN AMERICAN SAMOA, GUAM AND SAIPAN AND CRITICAL ACCESS HOSPITALS (CAH)); 76X; 75X AND 34X IF CERTAIN HCPCS ARE ON THE BILL; AND ANY OUTPATIENT TYPE OF BILL WITH A CONDITION CODE 07 AND CERTAIN HCPCS.  THESE CLAIM TYPES COULD HAVE LINES THAT ARE NOT REQUIRED TO PRICE UNDER OPPS RULES SO THOSE LINES WOULD NOT HAVE DATA IN THIS FIELD.  ADDITIONAL EXCEPTION:  VIRGIN ISLAND HOSPITALS AND HOSPITALS THAT FURNISH ONLY INPATIENT PART B SERVICES WITH DATES OF SERVICE 1/1/02 AND FORWARD.  NOTE2:  IT HAS BEEN DISCOVERED THAT THIS FIELD MAY BE POPULATED WITH DATA ON CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 (IMPLEMENTATION OF CLAIM LINE EXPANSION OPPS/HHPPS).  THE ORIGINAL UNDERSTANDING OF THE NEW REVENUE CENTER FIELDS WAS THAT DATA WOULD BE POPULATED ON CLAIMS WITH DATES OF SERVICE 7/00 AND FORWARD.  DATA HAS BEEN FOUND IN CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 BECAUSE THE STANDARD SYSTEMS HAVE PROCESSED ANY CLAIM COMING IN 7/00 AND AFTER, MEETING THE ABOVE CRITERIA, THROUGH THE OUTPATIENT CODE EDITOR (OCE) REGARDLESS OF THE DATES OF SERVICE.  NOTE3:  VALUES D, U & T REPRESENT THE FOLLOWING:  D = DISCOUNTING FRACTION (CURRENTLY 0.5)  U = NUMBER OF UNITS  T = TERMINATED PROCEDURE DISCOUNT (CURRENTLY 0.5)",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-REV-DSCNT-IND-CD').value.code,1,,V2_MDCR_CLM_LINE_INSTNL,CLM_REV_DSCNT_IND_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-REV-DSCNT-IND-CD,,['REV_CNTR_DSCNT_IND_CD'],['CMS']
185,Revenue Center Obligation to Accept As Full Payment Code,"EFFECTIVE WITH VERSION I, INDICATION THAT THE PROVIDER WAS OBLIGATED TO ACCEPT AS FULL PAYMENT THE AMOUNT RECEIVED FROM THE PRIMARY (OR SECONDARY) PAYER.",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-OTAF-ONE-IND-CD').value.code,Y,,V2_MDCR_CLM_LINE_INSTNL,CLM_OTAF_ONE_IND_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-OTAF-IND-CD,,['REV_CNTR_OTAF_PMT_CD'],['CMS']
186,Revenue Center Packaging Indicator Code,"EFFECTIVE WITH NCH VERSION I, THE CODE USED TO IDENTIFY THOSE SERVICES THAT ARE PACKAGED/BUNDLED WITH ANOTHER SERVICE.  NOTE1:  THIS FIELD IS POPULATED FOR THOSE CLAIMS THAT ARE REQUIRED TO PROCESS THROUGH OUTPATIENT PPS PRICER.  THE TYPE OF BILLS (TOB) REQUIRED TO PROCESS THROUGH ARE: 12X, 13X, 14X (EXCEPT MARYLAND PROVIDERS, INDIAN HEALTH PROVIDERS, HOSPITALS LOCATED IN AMERICAN SAMOA, GUAM AND SAIPAN AND CRITICAL ACCESS HOSPITALS (CAH)); 76X; 75X AND 34X IF CERTAIN HCPCS ARE ON THE BILL; AND ANY OUTPATIENT TYPE OF BILL WITH A CONDITION CODE 07 AND CERTAIN HCPCS.  THESE CLAIM TYPES COULD HAVE LINES THAT ARE NOT REQUIRED TO PRICE UNDER OPPS RULES SO THOSE LINES WOULD NOT HAVE DATA IN THIS FIELD.  ADDITIONAL EXCEPTION:  VIRGIN ISLAND HOSPITALS AND HOSPITALS THAT FURNISH ONLY INPATIENT PART B SERVICES WITH DATES OF SERVICE 1/1/02 AND FORWARD.  NOTE2:  IT HAS BEEN DISCOVERED THAT THIS FIELD MAY BE POPULATED WITH DATA ON CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 (IMPLEMENTATION OF CLAIM LINE EXPANSION OPPS/HHPPS).  THE ORIGINAL UNDERSTANDING OF THE NEW REVENUE CENTER FIELDS WAS THAT DATA WOULD BE POPULATED ON CLAIMS WITH DATES OF SERVICE 7/00 AND FORWARD.  DATA HAS BEEN FOUND IN CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 BECAUSE THE STANDARD SYSTEMS HAVE PROCESSED ANY CLAIM COMING IN 7/00 AND AFTER, MEETING THE ABOVE CRITERIA, THROUGH THE OUTPATIENT CODE EDITOR (OCE) REGARDLESS OF THE DATES OF SERVICE. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-REV-PACKG-IND-CD').value.code,2,,V2_MDCR_CLM_LINE_INSTNL,CLM_REV_PACKG_IND_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-REV-PACKG-IND-CD,,['REV_CNTR_PACKG_IND_CD'],['CMS']
187,Revenue Center Payment Method Indicator Code,"EFFECTIVE WITH NCH VERSION I, THE CODE USED TO IDENTIFY HOW THE SERVICE IS PRICED FOR PAYMENT.  THIS FIELD IS MADE UP OF TWO PIECES OF DATA, 1ST POSITION BEING THE SERVICE INDICATOR AND THE 2ND POSITION BEING THE PAYMENT INDICATOR.    NOTE1:  THIS FIELD IS POPULATED FOR THOSE CLAIMS THAT ARE REQUIRED TO PROCESS THROUGH OUTPATIENT PPS PRICER.  THE TYPE OF BILLS (TOB) REQUIRED TO PROCESS THROUGH ARE: 12X, 13X, 14X (EXCEPT MARYLAND PROVIDERS, INDIAN HEALTH PROVIDERS, HOSPITALS LOCATED IN AMERICAN SAMOA, GUAM AND SAIPAN AND CRITICAL ACCESS HOSPITALS (CAH)); 76X; 75X AND 34X IF CERTAIN HCPCS ARE ON THE BILL; AND ANY OUTPATIENT TYPE OF BILL WITH A CONDITION CODE 07 AND CERTAIN HCPCS.  THESE CLAIM TYPES COULD HAVE LINES THAT ARE NOT REQUIRED TO PRICE UNDER OPPS RULES SO THOSE LINES WOULD NOT HAVE DATA IN THIS FIELD.    ADDITIONAL EXCEPTION:  VIRGIN ISLAND HOSPITALS AND HOSPITALS THAT FURNISH ONLY INPATIENT PART B SERVICES WITH DATES OF SERVICE 1/1/02 AND FORWARD.    NOTE2:  IT HAS BEEN DISCOVERED THAT THIS FIELD MAY BE POPULATED WITH DATA ON CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 (IMPLEMENTATION OF CLAIM LINE EXPANSION OPPS/HHPPS).  THE ORIGINAL UNDERSTANDING OF THE NEW REVENUE CENTER FIELDS WAS THAT DATA WOULD BE POPULATED ON CLAIMS WITH DATES OF SERVICE 7/00 AND FORWARD.  DATA HAS BEEN FOUND IN CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 BECAUSE THE STANDARD SYSTEMS HAVE PROCESSED ANY CLAIM COMING IN 7/00 AND AFTER, MEETING THE ABOVE CRITERIA, THROUGH THE OUTPATIENT CODE EDITOR (OCE) REGARDLESS OF THE DATES OF SERVICE.    NOTE3:  EFFECTIVE 10/2005, THIS FIELD WILL NO LONGER REPRESENT THE SERVICE INDICATOR AND THE PAYMENT INDICATOR. THIS FIELD WILL NOW HOUSE THE 2-BYTE PAYMENT INDICATOR.  THE STATUS INDICATOR WILL BE HOUSED IN A NEW FIELD NAMED: REV_CNTR_STUS_IND_CD. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-REV-PMT-MTHD-CD').value.code,3,,V2_MDCR_CLM_LINE_INSTNL,CLM_REV_PMT_MTHD_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-REV-PMT-MTHD-CD,,['REV_CNTR_PMT_MTHD_IND_CD'],['CMS']
188,Revenue Center Status Indicator Code,"EFFECTIVE 10/3/2005 WITH THE IMPLEMENTATION OF NCH/NMUD CR#2, THE CODE USED TO IDENTIFY THE STATUS OF THE LINE ITEM SERVICE.  THIS FIELD ALONG WITH THE PAYMENT METHOD INDICATOR FIELD IS USED TO IDENTIFY HOW THE SERVICE WAS PRICED FOR PAYMENT.  NOTE1:  THIS 2-BYTE INDICATOR IS BEING ADDED DUE TO AN EXPANSION OF A FIELD THAT CURRENTLY EXIST ON THE REVENUE CENTER TRAILER.  THE STATUS INDICATOR IS CURRENTLY THE 1ST POSITION OF THE REVENUE CENTER PAYMENT METHOD INDICATOR CODE.  THE PAYMENT METHOD INDICATOR CODE IS BEING SPLIT INTO TWO 2-BYTE FIELDS (PAYMENT INDICATOR AND STATUS INDICATOR). THE EXPANDED PAYMENT INDICATOR WILL CONTINUE TO BE STORED IN THE EXISTING PAYMENT METHOD INDICATOR FIELD. THE SPLIT OF THE CURRENT PAYMENT METHOD INDICATOR FIELD IS DUE TO THE EXPANSION OF BOTH PIECES OF DATE FROM1-BYTE TO 2-BYTES.  NOTE2:  THIS FIELD IS POPULATED FOR THOSE CLAIMS THAT ARE REQUIRED TO PROCESS THROUGH OUTPATIENT PPS PRICER.  THE TYPE OF BILLS (TOB) REQUIRED TO PROCESS THROUGH ARE: 12X, 13X, 14X (EXCEPT MARYLAND PROVIDERS, INDIAN HEALTH PROVIDERS, HOSPITALS LOCATED IN AMERICAN SAMOA, GUAM AND SAIPAN AND CRITICAL ACCESS HOSPITALS (CAH)); 76X; 75X AND 34X IF CERTAIN HCPCS ARE ON THE BILL; AND ANY OUTPATIENT TYPE OF BILL WITH A CONDITION CODE 07 AND CERTAIN HCPCS.  THESE CLAIM TYPES COULD HAVE LINES THAT ARE NOT REQUIRED TO PRICE UNDER OPPS RULES SO THOSE LINES WOULD NOT HAVE DATA IN THIS FIELD.  ADDITIONAL EXCEPTION:  VIRGIN ISLAND HOSPITALS AND HOSPITALS THAT FURNISH ONLY INPATIENT PART B SERVICES. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-REV-CNTR-STUS-CD').value.code,J,A condensed version of the data available in this field is available for both processed and processing claims in CLM_REV_PMT_MTHD_CD.,V2_MDCR_CLM_LINE_INSTNL,CLM_REV_CNTR_STUS_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-REV-CNTR-STUS-CD,,['REV_CNTR_STUS_IND_CD'],['CMS']
189,Hospice Period Count,THE COUNT OF THE NUMBER OF HOSPICE PERIOD TRAILERS PRESENT FOR THE BENEFICIARYS RECORD.  PRIOR TO BBA A BENEFICIARY WAS ENTITLED TO A MAXIMUM OF 4 HOSPICE BENEFIT PERIODS THAT MAY BE ELECTED IN LIEU OF STANDARD PART A HOSPITAL BENEFITS.  THE BBA CHANGED THE HOSPICE BENEFIT TO THE FOLLOWING:  2 INITIAL 90 DAY PERIODS FOLLOWED BY AN UNLIMITED NUMBER OF 60 DAY PERIODS (EFFECTIVE 8/5/97). [NCH]    EDIT RULES :    RANGE: 1 THRU 3: 1 = 1ST 90-DAY PERIOD; 2 = 2ND 90 DAY PERIOD AND 3 = 60-DAY PERIOD (3 OR GREATER PERIODS),ExplanationOfBenefit,['Hospice'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_HOSPC_PRD_CNT').exists()).value,1,,V2_MDCR_CLM_INSTNL,CLM_MDCR_HOSPC_PRD_CNT,,['NCH'],,,['BENE_HOSPC_PRD_CNT'],['CMS']
190,Claim LUPA Indicator Code,"EFFECTIVE WITH NCH VERSION I, THE CODE USED TO IDENTIFY THOSE HOME HEALTH PPS CLAIMS THAT HAVE 4 VISITS OR LESS IN A 60-DAY EPISODE. IF AN HHA PROVIDES 4 VISITS OR LESS, THEY WILL BE REIMBURSED BASED ON A NATIONAL STANDARDIZED PER VISIT RATE INSTEAD OF HHRGS.    NOTE:  BEGINNING 10/1/00, THIS FIELD WILL BE POPULATED WITH DATA.  CLAIMS PROCESSED PRIOR TO 10/1/00 WILL CONTAIN SPACES. [NCH]",ExplanationOfBenefit,['HHA'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_HHA_LUP_IND_CD').exists()).code.coding.code,L,,V2_MDCR_CLM_INSTNL,CLM_HHA_LUP_IND_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-HHA-LUP-IND-CD,,['CLM_HHA_LUPA_IND_CD'],['CMS']
191,Claim Referral Code,"EFFECTIVE WITH NCH VERSION I, THE CODE USED TO IDENTIFY THE MEANS BY WHICH THE BENEFICIARY WAS REFERRED FOR HOME HEALTH SERVICES.    NOTE:  BEGINNING 10/1/00, THIS FIELD WILL BE POPULATED WITH DATA.  CLAIMS PROCESSED PRIOR TO 10/1/00 WILL CONTAIN SPACES IN THIS FIELD. [NCH]",ExplanationOfBenefit,['HHA'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_HHA_RFRL_CD').exists()).code.coding.code,C,,V2_MDCR_CLM_INSTNL,CLM_HHA_RFRL_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-HHA-RFRL-CD,,['CLM_HHA_RFRL_CD'],['CMS']
192,Claim Total Visit Count,"EFFECTIVE WITH NCH VERSION H, THE COUNT OF THE NUMBER OF HHA VISITS AS DERIVED BY CWF.   NOTE1:  DURING THE NCH VERSION H CONVERSION THIS FIELD WAS POPULATED WITH DATA THROUGHOUT HISTORY (BACK TO SERVICE YEAR 1991) USING THE CWF DERIVATION RULE (UNITS ASSOCIATED WITH REVENUE CENTER CODES 042X, 043X, 044X, 055X, 056X, 057X, 058X AND 059X. VALUE 999 WILL BE DISPLAYED IF THE SUM OF THE REVENUE CENTER UNIT COUNT EQUALS OR EXCEEDS 999.  NOTE2:  EFFECTIVE 7/1/99, ALL HHA CLAIMS RECEIVED WITH SERVICE FROM DATES 7/1/99 AND AFTER WILL BE PROCESSED AS IF THE UNITS FIELD CONTAINS THE 15 MINUTE INTERVAL COUNT; AND EACH VISIT REVENUE CODE LINE ITEM WILL BE COUNTED AS ONE VISIT.  THIS FIELD IS CALCULATED CORRECTLY; BUT THOSE USERS WHO DERIVE THE COUNT THEMSELVES THEY WILL HAVE TO REVISE THEIR ROUTINE.  NO LONGER IS THE COUNT DERIVED BY ADDING UP THE UNITS FIELDS ASSOCIATED WITH THE HHA VISIT REVENUE CODES. [NCH]",ExplanationOfBenefit,['HHA'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_HHA_TOT_VISIT_CNT').exists()).value,2,,V2_MDCR_CLM_INSTNL,CLM_MDCR_HHA_TOT_VISIT_CNT,,"['FISS', 'NCH']",,,['CLM_HHA_TOT_VISIT_CNT'],['CMS']
193,Claim Status Code,THE CURRENT STATUS INFORMATION FOR THE PENDING AND PAID CLAIMS CURRENTLY IN THE SYSTEM.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_AUDT_TRL_STUS_CD').exists()).code.coding.code,,,V2_MDCR_CLM_LCTN_HSTRY,CLM_AUDT_TRL_STUS_CD,,"['FISS', 'MCS', 'VMS']",,,,['CMS']
194,Claim Paid Status Code,A CODE IDENTIFYING THE STATUS OF A CLAIM.    REFERENCE TABLE: CLM_PD_STUS_CD,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_PD_STUS_CD').exists()).code.coding.code,,Used to populate ExplanationOfBenefit.outcome,V2_MDCR_CLM,CLM_PD_STUS_CD,,"['FISS', 'MCS', 'VMS']",,,,"['Basis', 'Regular', 'CMS']"
195,Referring Provider NPI Number,A NUMBER IDENTIFYING THE NATIONAL PROVIDER IDENTIFIER (NPI) OF A REFERRING PROVIDER AS SOURCED FROM THE NPI CROSSWALK REFERENCE INFORMATION PROVIDED BY THE NATIONAL PLAN AND PROVIDER ENUMERATION SYSTEM (NPPES).,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Outpatient']",ExplanationOfBenefit.careTeam.where(role.coding.where(code = 'referring').exists()).provider.identifier.value,,,V2_MDCR_CLM,PRVDR_RFRG_PRVDR_NPI_NUM,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF5.CLM_RFRG_PRVDR_NPI_NUM', 'CCLF6.ORDRG_PRVDR_NPI_NUM', 'CCLF6.CLM_RFRG_PRVDR_NPI_NUM']",['RFR_PHYSN_NPI'],"['Basis', 'Regular', 'CMS']"
196,Allowed Charge Amount,AN AMOUNT IDENTIFYING THE SUM OF ALL THE LINE ITEM ALLOWED CHARGES ON A CLAIM.,ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.total.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication').exists() and category.coding.where(code='CLM_ALOWD_CHRG_AMT').exists() ).amount.value,10.22,,V2_MDCR_CLM,CLM_ALOWD_CHRG_AMT,,"['MCS', 'NCH', 'VMS']",,,['NCH_CARR_CLM_ALOWD_AMT'],"['Regular', 'CMS']"
197,Beneficiary Payment Amount,AN AMOUNT PAID BY A BENEFICIARY FOR SERVICES RENDERED ON A CLAIM.,ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.total.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication').exists() and category.coding.where(code='CLM_BENE_PMT_AMT').exists() ).amount.value,19.94,,V2_MDCR_CLM,CLM_BENE_PMT_AMT,,"['MCS', 'NCH', 'VMS']",,,,"['Regular', 'CMS']"
198,Paid to Beneficiary Amount,AN AMOUNT PAID TO A BENEFICIARY FOR A SUBMITTED CLAIM.,ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.total.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication').exists() and category.coding.where(code='CLM_BENE_PD_AMT').exists() ).amount.value,1.5,"This refers to the processed field. This field may be populated for institutional processing claims, as it is the equivalent of CLM_MDCR_INSTNL_BENE_PD_AMT",V2_MDCR_CLM,CLM_BENE_PD_AMT,,"['MCS', 'NCH', 'VMS']",,,,"['Regular', 'CMS']"
199,Near Line Record Identification Code,A CODE IDENTIFYING THE CLAIM RECORD TYPE BEING PROCESSED. VALID VALUES: W = PART B V = PART A U= BOTH,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(code.coding.system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-NRLN-RIC-CD').code.coding.code,O,,V2_MDCR_CLM,CLM_RIC_CD,,"['FISS', 'MCS', 'VMS']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-RIC-CD,,,"['CMS', 'Basis', 'Regular']"
